date,ward_id,supply_hours,pressure,demand,supply,complaints,pipe_breaks,tanker,scarcity
12/04/2024,W07,5.7,19.9,18.09,8.59,5.04,2,95,1
13/04/2024,W07,5.7,31.1,18.09,8.59,5.04,4,95,1
14/04/2024,W07,4.8,18.7,18.09,7.24,5.76,2,108,1
15/04/2024,W07,8.9,32.6,18.09,13.42,2.48,1,46,0
16/04/2024,W07,6.6,34.3,18.09,9.95,4.32,0,81,1
17/04/2024,W07,9.2,30.9,18.09,13.87,2.24,3,42,0
18/04/2024,W07,6.3,23.9,18.09,9.5,4.56,0,85,1
19/04/2024,W07,9.4,30.1,18.09,14.17,2.08,3,39,0
20/04/2024,W07,6.4,34.2,18.09,9.65,4.48,2,84,1
21/04/2024,W07,6.4,24.6,18.09,9.65,4.48,1,84,1
22/04/2024,W07,5.5,33.7,18.09,8.29,5.2,2,98,1
23/04/2024,W07,8.4,27.3,18.09,12.66,2.88,5,54,1
24/04/2024,W07,8.5,18.8,18.09,12.81,2.8,1,52,0
25/04/2024,W07,5.2,26.1,18.09,7.84,5.44,1,102,1
26/04/2024,W07,7,32.3,18.09,10.55,4,1,75,1
27/04/2024,W07,9.4,37,18.09,14.17,2.08,2,39,0
28/04/2024,W07,9,37.2,18.09,13.57,2.4,1,45,0
29/04/2024,W07,8.4,33.7,18.09,12.66,2.88,3,54,1
30/04/2024,W07,5.4,34,18.09,8.14,5.28,3,99,1
01/05/2024,W07,7.5,31,18.09,11.31,3.6,0,67,1
02/05/2024,W07,5.8,29.8,18.09,8.74,4.96,2,93,1
03/05/2024,W07,7.2,37.9,18.09,10.85,3.84,0,72,1
04/05/2024,W07,6.2,41.7,18.09,9.35,4.64,0,87,1
05/05/2024,W07,7,23.2,18.09,10.55,4,1,75,1
06/05/2024,W07,6.2,32.6,18.09,9.35,4.64,0,87,1
07/05/2024,W07,7.7,27.5,18.09,11.61,3.44,0,64,1
08/05/2024,W07,4,31.6,18.09,6.03,6.4,3,120,1
09/05/2024,W07,6.3,20.6,18.09,9.5,4.56,2,85,1
10/05/2024,W07,2.5,33.1,18.09,3.77,7.6,1,143,1
11/05/2024,W07,7.3,34.9,18.09,11,3.76,1,70,1
12/05/2024,W07,5.2,31,18.09,7.84,5.44,0,102,1
13/05/2024,W07,8.4,33.6,18.09,12.66,2.88,3,54,1
14/05/2024,W07,7.1,25.6,18.09,10.7,3.92,4,73,1
15/05/2024,W07,2.8,25.6,18.09,4.22,7.36,4,138,1
16/05/2024,W07,7.3,27,18.09,11,3.76,4,70,1
17/05/2024,W07,4.1,28.8,18.09,6.18,6.32,3,119,1
18/05/2024,W07,4.9,30.5,18.09,7.39,5.68,2,107,1
19/05/2024,W07,6,32.8,18.09,9.04,4.8,2,90,1
20/05/2024,W07,8.3,29.2,18.09,12.51,2.96,1,55,1
21/05/2024,W07,7,36.4,18.09,10.55,4,2,75,1
22/05/2024,W07,9.2,28.4,18.09,13.87,2.24,0,42,0
23/05/2024,W07,10.5,32.5,18.09,15.83,1.2,2,22,0
24/05/2024,W07,7.8,28,18.09,11.76,3.36,3,63,1
25/05/2024,W07,8.1,32.2,18.09,12.21,3.12,1,58,1
26/05/2024,W07,8.6,30,18.09,12.96,2.72,0,51,0
27/05/2024,W07,7.6,23.1,18.09,11.46,3.52,0,66,1
28/05/2024,W07,4.4,34.3,18.09,6.63,6.08,0,114,1
29/05/2024,W07,6,40.2,18.09,9.04,4.8,6,90,1
30/05/2024,W07,5.8,30.8,18.09,8.74,4.96,0,93,1
31/05/2024,W07,7.5,22.2,18.09,11.31,3.6,2,67,1
01/06/2024,W07,9.9,31.2,18.09,14.92,1.68,4,31,0
02/06/2024,W07,4.9,33.1,18.09,7.39,5.68,2,107,1
03/06/2024,W07,6.1,29.8,18.09,9.2,4.72,1,88,1
04/06/2024,W07,6.4,33.9,18.09,9.65,4.48,3,84,1
05/06/2024,W07,3.8,32.8,18.09,5.73,6.56,1,123,1
06/06/2024,W07,6.6,27.9,18.09,9.95,4.32,0,81,1
07/06/2024,W07,6.4,35.6,18.09,9.65,4.48,4,84,1
08/06/2024,W07,6.6,28.7,18.09,9.95,4.32,1,81,1
09/06/2024,W07,8.8,30.7,18.09,13.27,2.56,1,48,0
10/06/2024,W07,9.6,29.3,18.09,14.47,1.92,0,36,0
11/06/2024,W07,7.4,23.3,18.09,11.16,3.68,2,69,1
12/06/2024,W07,4.1,35,18.09,6.18,6.32,0,119,1
13/06/2024,W07,6.7,23.2,18.09,10.1,4.24,2,79,1
14/06/2024,W07,9.3,21.3,18.09,14.02,2.16,3,40,0
15/06/2024,W07,5.3,29.5,18.09,7.99,5.36,0,101,1
16/06/2024,W07,9.1,30.5,18.09,13.72,2.32,3,43,0
17/06/2024,W07,9.4,32.9,18.09,14.17,2.08,2,39,0
18/06/2024,W07,9.6,25.5,18.09,14.47,1.92,1,36,0
19/06/2024,W07,7,32.3,18.09,10.55,4,3,75,1
20/06/2024,W07,9.2,37,18.09,13.87,2.24,2,42,0
21/06/2024,W07,7,22,18.09,10.55,4,3,75,1
22/06/2024,W07,6.7,27.3,18.09,10.1,4.24,2,79,1
23/06/2024,W07,7,32.3,18.09,10.55,4,3,75,1
24/06/2024,W07,8.8,26.4,18.09,13.27,2.56,2,48,0
25/06/2024,W07,10.2,27.5,18.09,15.38,1.44,2,27,0
26/06/2024,W07,6.6,37.1,18.09,9.95,4.32,1,81,1
27/06/2024,W07,8.2,28.3,18.09,12.36,3.04,1,57,1
28/06/2024,W07,5.3,19.6,18.09,7.99,5.36,2,101,1
01/01/2024,W08,11.6,44.8,15.12,14.62,0.32,0,5,0
02/01/2024,W08,10.2,43.8,15.12,12.85,1.44,1,22,0
03/01/2024,W08,11.3,45.3,15.12,14.24,0.56,1,8,0
04/01/2024,W08,10.4,37.5,15.12,13.1,1.28,0,20,0
05/01/2024,W08,9.7,32.9,15.12,12.22,1.84,2,28,0
06/01/2024,W08,7.1,36.2,15.12,8.95,3.92,0,61,1
07/01/2024,W08,6.5,48.5,15.12,8.19,4.4,2,69,1
08/01/2024,W08,10.8,42.6,15.12,13.61,0.96,0,15,0
09/01/2024,W08,8.9,42.4,15.12,11.21,2.48,0,39,0
10/01/2024,W08,9.4,45,15.12,11.84,2.08,0,32,0
11/01/2024,W08,8,44.5,15.12,10.08,3.2,1,50,1
12/01/2024,W08,8.9,47.4,15.12,11.21,2.48,0,39,0
13/01/2024,W08,9.2,31.9,15.12,11.59,2.24,0,35,0
14/01/2024,W08,8.5,48.5,15.12,10.71,2.8,0,44,0
15/01/2024,W08,8.2,38.4,15.12,10.33,3.04,0,47,1
16/01/2024,W08,10.4,42,15.12,13.1,1.28,2,20,0
17/01/2024,W08,9.5,37.4,15.12,11.97,2,1,31,0
18/01/2024,W08,8.2,45.8,15.12,10.33,3.04,1,47,1
19/01/2024,W08,10.9,35.6,15.12,13.73,0.88,1,13,0
20/01/2024,W08,10.4,47.6,15.12,13.1,1.28,2,20,0
21/01/2024,W08,9.4,42.1,15.12,11.84,2.08,0,32,0
22/01/2024,W08,10,37.4,15.12,12.6,1.6,1,25,0
23/01/2024,W08,9.2,39.1,15.12,11.59,2.24,1,35,0
24/01/2024,W08,11,43.3,15.12,13.86,0.8,0,12,0
25/01/2024,W08,10,38.7,15.12,12.6,1.6,3,25,0
26/01/2024,W08,8.8,47.7,15.12,11.09,2.56,0,40,0
27/01/2024,W08,9.8,35.1,15.12,12.35,1.76,2,27,0
28/01/2024,W08,10.4,50.9,15.12,13.1,1.28,3,20,0
29/01/2024,W08,9.1,49.6,15.12,11.47,2.32,0,36,0
30/01/2024,W08,12.3,42.4,15.12,15.5,0,1,0,0
31/01/2024,W08,8,45.6,15.12,10.08,3.2,1,50,1
01/02/2024,W08,10.2,41.8,15.12,12.85,1.44,0,22,0
02/02/2024,W08,8.9,45,15.12,11.21,2.48,2,39,0
03/02/2024,W08,7.5,47.8,15.12,9.45,3.6,0,56,1
04/02/2024,W08,11.3,41.4,15.12,14.24,0.56,2,8,0
05/02/2024,W08,11.8,46.9,15.12,14.87,0.16,0,2,0
06/02/2024,W08,7.3,44.4,15.12,9.2,3.76,1,59,1
07/02/2024,W08,9,40.3,15.12,11.34,2.4,2,37,0
08/02/2024,W08,11.8,48,15.12,14.87,0.16,2,2,0
09/02/2024,W08,11.1,39.8,15.12,13.99,0.72,4,11,0
10/02/2024,W08,11.9,51.1,15.12,14.99,0.08,0,1,0
11/02/2024,W08,10.9,43,15.12,13.73,0.88,1,13,0
12/02/2024,W08,11.7,43.2,15.12,14.74,0.24,0,3,0
13/02/2024,W08,7.2,43.5,15.12,9.07,3.84,1,60,1
14/02/2024,W08,7.6,42.7,15.12,9.58,3.52,0,55,1
15/02/2024,W08,9.6,49.8,15.12,12.1,1.92,0,30,0
16/02/2024,W08,7.1,41.5,15.12,8.95,3.92,0,61,1
17/02/2024,W08,8.6,39.3,15.12,10.84,2.72,1,42,0
18/02/2024,W08,9,40.6,15.12,11.34,2.4,1,37,0
19/02/2024,W08,9,46.1,15.12,11.34,2.4,3,37,0
20/02/2024,W08,8.8,30.7,15.12,11.09,2.56,1,40,0
21/02/2024,W08,8.8,46,15.12,11.09,2.56,0,40,0
22/02/2024,W08,11.2,37.6,15.12,14.11,0.64,1,10,0
23/02/2024,W08,6.6,41.6,15.12,8.32,4.32,0,67,1
24/02/2024,W08,8.9,40.2,15.12,11.21,2.48,0,39,0
25/02/2024,W08,9,40.4,15.12,11.34,2.4,1,37,0
26/02/2024,W08,11.5,42.9,15.12,14.49,0.4,3,6,0
27/02/2024,W08,10.2,43.2,15.12,12.85,1.44,0,22,0
28/02/2024,W08,12.9,41.8,15.12,16.25,0,2,0,0
29/02/2024,W08,7.9,49.3,15.12,9.95,3.28,3,51,1
01/03/2024,W08,8.9,42,15.12,11.21,2.48,0,39,0
02/03/2024,W08,10.3,46.5,15.12,12.98,1.36,1,21,0
03/03/2024,W08,9.4,48.1,15.12,11.84,2.08,1,32,0
04/03/2024,W08,9.8,37.6,15.12,12.35,1.76,2,27,0
05/03/2024,W08,7.6,43.7,15.12,9.58,3.52,2,55,1
06/03/2024,W08,12.2,47.2,15.12,15.37,0,4,0,0
07/03/2024,W08,10.4,38.4,15.12,13.1,1.28,2,20,0
08/03/2024,W08,8,46.7,15.12,10.08,3.2,0,50,1
09/03/2024,W08,9.5,40.3,15.12,11.97,2,0,31,0
10/03/2024,W08,9.8,40.7,15.12,12.35,1.76,1,27,0
11/03/2024,W08,9.5,38.3,15.12,11.97,2,0,31,0
12/03/2024,W08,7.1,44.5,15.12,8.95,3.92,1,61,1
13/03/2024,W08,8.6,38.4,15.12,10.84,2.72,1,42,0
14/03/2024,W08,10.2,46.1,15.12,12.85,1.44,0,22,0
15/03/2024,W08,10.5,50.8,15.12,13.23,1.2,1,18,0
16/03/2024,W08,11.8,46.5,15.12,14.87,0.16,3,2,0
17/03/2024,W08,11.4,43.5,15.12,14.36,0.48,0,7,0
18/03/2024,W08,10.5,32.7,15.12,13.23,1.2,0,18,0
19/03/2024,W08,8.4,40.4,15.12,10.58,2.88,0,45,1
20/03/2024,W08,9.6,52.4,15.12,12.1,1.92,2,30,0
21/03/2024,W08,10.9,48.8,15.12,13.73,0.88,0,13,0
22/03/2024,W08,9.7,34.4,15.12,12.22,1.84,3,28,0
23/03/2024,W08,9,49.2,15.12,11.34,2.4,1,37,0
24/03/2024,W08,9.6,52,15.12,12.1,1.92,0,30,0
25/03/2024,W08,11.7,33.9,15.12,14.74,0.24,1,3,0
26/03/2024,W08,11.1,41,15.12,13.99,0.72,0,11,0
27/03/2024,W08,11.8,48.5,15.12,14.87,0.16,0,2,0
28/03/2024,W08,8.7,40.8,15.12,10.96,2.64,0,41,0
29/03/2024,W08,9,36.1,15.12,11.34,2.4,0,37,0
30/03/2024,W08,11.3,40,15.12,14.24,0.56,0,8,0
31/03/2024,W08,11.4,44,15.12,14.36,0.48,1,7,0
01/04/2024,W08,10.2,36.5,15.12,12.85,1.44,1,22,0
02/04/2024,W08,9.5,36.5,15.12,11.97,2,1,31,0
03/04/2024,W08,9.7,35.1,15.12,12.22,1.84,2,28,0
04/04/2024,W08,11.1,49.3,15.12,13.99,0.72,0,11,0
05/04/2024,W08,10.2,48,15.12,12.85,1.44,3,22,0
06/04/2024,W08,10.7,44.9,15.12,13.48,1.04,1,16,0
07/04/2024,W08,8.9,43.8,15.12,11.21,2.48,3,39,0
08/04/2024,W08,11.5,41.1,15.12,14.49,0.4,0,6,0
09/04/2024,W08,10.5,44.1,15.12,13.23,1.2,0,18,0
10/04/2024,W08,10.2,46.2,15.12,12.85,1.44,1,22,0
11/04/2024,W08,10,33.2,15.12,12.6,1.6,0,25,0
12/04/2024,W08,10.6,42.4,15.12,13.36,1.12,1,17,0
13/04/2024,W08,12.4,53.3,15.12,15.62,0,2,0,0
14/04/2024,W08,9.1,38.4,15.12,11.47,2.32,0,36,0
15/04/2024,W08,8,43.7,15.12,10.08,3.2,1,50,1
16/04/2024,W08,8.7,46.9,15.12,10.96,2.64,1,41,0
17/04/2024,W08,10.7,52.3,15.12,13.48,1.04,0,16,0
18/04/2024,W08,9.4,46,15.12,11.84,2.08,3,32,0
19/04/2024,W08,9.1,32.8,15.12,11.47,2.32,0,36,0
20/04/2024,W08,9.2,41.9,15.12,11.59,2.24,0,35,0
21/04/2024,W08,12.5,38.6,15.12,15.75,0,0,0,0
22/04/2024,W08,9,44.1,15.12,11.34,2.4,0,37,0
23/04/2024,W08,10.1,41.4,15.12,12.73,1.52,1,23,0
24/04/2024,W08,6,47.7,15.12,7.56,4.8,0,75,1
25/04/2024,W08,10.3,38.7,15.12,12.98,1.36,0,21,0
26/04/2024,W08,10.8,35.9,15.12,13.61,0.96,1,15,0
27/04/2024,W08,9.5,41.6,15.12,11.97,2,0,31,0
28/04/2024,W08,8.8,44.1,15.12,11.09,2.56,0,40,0
29/04/2024,W08,6.6,54.9,15.12,8.32,4.32,2,67,1
30/04/2024,W08,7.8,45.7,15.12,9.83,3.36,0,52,1
01/05/2024,W08,9.2,42.3,15.12,11.59,2.24,1,35,0
02/05/2024,W08,10.9,40.5,15.12,13.73,0.88,1,13,0
03/05/2024,W08,7.1,45.3,15.12,8.95,3.92,1,61,1
04/05/2024,W08,8.9,46.4,15.12,11.21,2.48,0,39,0
05/05/2024,W08,11.6,40.6,15.12,14.62,0.32,0,5,0
06/05/2024,W08,11.3,45.8,15.12,14.24,0.56,0,8,0
07/05/2024,W08,9.1,37.4,15.12,11.47,2.32,0,36,0
08/05/2024,W08,9.9,43.6,15.12,12.47,1.68,0,26,0
09/05/2024,W08,7.9,46.2,15.12,9.95,3.28,0,51,1
10/05/2024,W08,10.4,41,15.12,13.1,1.28,0,20,0
11/05/2024,W08,7.9,36.8,15.12,9.95,3.28,0,51,1
12/05/2024,W08,10.5,44.7,15.12,13.23,1.2,3,18,0
13/05/2024,W08,9.3,47.5,15.12,11.72,2.16,3,33,0
14/05/2024,W08,9.2,40.1,15.12,11.59,2.24,0,35,0
15/05/2024,W08,7.1,44.9,15.12,8.95,3.92,0,61,1
16/05/2024,W08,10.6,40.6,15.12,13.36,1.12,0,17,0
17/05/2024,W08,8.1,45.5,15.12,10.21,3.12,1,49,1
18/05/2024,W08,8,31.6,15.12,10.08,3.2,0,50,1
19/05/2024,W08,10.2,44.5,15.12,12.85,1.44,3,22,0
20/05/2024,W08,9.9,37.3,15.12,12.47,1.68,0,26,0
21/05/2024,W08,10.6,37.3,15.12,13.36,1.12,2,17,0
22/05/2024,W08,13.1,51.7,15.12,16.51,0,1,0,0
23/05/2024,W08,8.1,48.4,15.12,10.21,3.12,0,49,1
24/05/2024,W08,11.1,45.9,15.12,13.99,0.72,0,11,0
25/05/2024,W08,7.8,48.4,15.12,9.83,3.36,0,52,1
26/05/2024,W08,8.6,41,15.12,10.84,2.72,0,42,0
27/05/2024,W08,7.9,39.4,15.12,9.95,3.28,0,51,1
28/05/2024,W08,8.6,42,15.12,10.84,2.72,1,42,0
29/05/2024,W08,11.1,37.4,15.12,13.99,0.72,1,11,0
30/05/2024,W08,10.2,54.2,15.12,12.85,1.44,4,22,0
31/05/2024,W08,8.3,43,15.12,10.46,2.96,2,46,1
01/06/2024,W08,9,46.7,15.12,11.34,2.4,1,37,0
02/06/2024,W08,9.4,47.9,15.12,11.84,2.08,0,32,0
03/06/2024,W08,8,40.9,15.12,10.08,3.2,2,50,1
04/06/2024,W08,8.2,58.5,15.12,10.33,3.04,1,47,1
05/06/2024,W08,8.9,48.1,15.12,11.21,2.48,3,39,0
06/06/2024,W08,10.4,37.2,15.12,13.1,1.28,0,20,0
07/06/2024,W08,8.8,45.6,15.12,11.09,2.56,2,40,0
08/06/2024,W08,8,39.3,15.12,10.08,3.2,0,50,1
09/06/2024,W08,8,34.4,15.12,10.08,3.2,0,50,1
10/06/2024,W08,7.7,48.8,15.12,9.7,3.44,1,54,1
11/06/2024,W08,6.2,42.4,15.12,7.81,4.64,2,73,1
12/06/2024,W08,8.5,47.1,15.12,10.71,2.8,1,44,0
13/06/2024,W08,11.4,28.5,15.12,14.36,0.48,0,7,0
14/06/2024,W08,11.1,38.3,15.12,13.99,0.72,2,11,0
15/06/2024,W08,8.5,41.5,15.12,10.71,2.8,0,44,0
16/06/2024,W08,9.4,34.2,15.12,11.84,2.08,0,32,0
17/06/2024,W08,8.8,40.1,15.12,11.09,2.56,1,40,0
18/06/2024,W08,9.7,49.9,15.12,12.22,1.84,2,28,0
19/06/2024,W08,9,41.6,15.12,11.34,2.4,0,37,0
20/06/2024,W08,8.1,41,15.12,10.21,3.12,0,49,1
21/06/2024,W08,10.5,42,15.12,13.23,1.2,2,18,0
22/06/2024,W08,10.5,40,15.12,13.23,1.2,0,18,0
23/06/2024,W08,8.8,45.3,15.12,11.09,2.56,2,40,0
24/06/2024,W08,8.9,44.2,15.12,11.21,2.48,0,39,0
25/06/2024,W08,11.2,33.8,15.12,14.11,0.64,0,10,0
26/06/2024,W08,10.6,32.5,15.12,13.36,1.12,2,17,0
27/06/2024,W08,12.6,39.8,15.12,15.88,0,1,0,0
28/06/2024,W08,8.5,39.4,15.12,10.71,2.8,2,44,0
01/01/2024,W09,10.7,49,25.25,22.51,1.04,1,27,0
02/01/2024,W09,11.3,47.2,25.25,23.78,0.56,0,14,0
03/01/2024,W09,10.8,56.1,25.25,22.73,0.96,0,25,0
04/01/2024,W09,11.2,43.4,25.25,23.57,0.64,1,16,0
05/01/2024,W09,13,49.9,25.25,27.35,0,0,0,0
06/01/2024,W09,12.7,44.6,25.25,26.72,0,0,0,0
07/01/2024,W09,11.9,42.9,25.25,25.04,0.08,0,2,0
08/01/2024,W09,9.7,43.5,25.25,20.41,1.84,1,48,0
09/01/2024,W09,9.8,43.6,25.25,20.62,1.76,0,46,0
10/01/2024,W09,13.4,44,25.25,28.2,0,1,0,0
11/01/2024,W09,11,49.2,25.25,23.15,0.8,2,21,0
12/01/2024,W09,12.3,51.9,25.25,25.88,0,0,0,0
13/01/2024,W09,10.1,36.9,25.25,21.25,1.52,0,40,0
14/01/2024,W09,8.4,46.5,25.25,17.68,2.88,1,75,0
15/01/2024,W09,11.1,45.5,25.25,23.36,0.72,0,18,0
16/01/2024,W09,11.2,43.9,25.25,23.57,0.64,0,16,0
17/01/2024,W09,9,46.1,25.25,18.94,2.4,1,63,0
18/01/2024,W09,10.7,42.9,25.25,22.51,1.04,1,27,0
19/01/2024,W09,10.2,40.6,25.25,21.46,1.44,0,37,0
20/01/2024,W09,11.2,43.7,25.25,23.57,0.64,1,16,0
21/01/2024,W09,11.9,46.9,25.25,25.04,0.08,0,2,0
22/01/2024,W09,10.3,46.3,25.25,21.67,1.36,1,35,0
23/01/2024,W09,9.7,40.9,25.25,20.41,1.84,2,48,0
24/01/2024,W09,12.7,52.3,25.25,26.72,0,0,0,0
25/01/2024,W09,9.7,51.5,25.25,20.41,1.84,0,48,0
26/01/2024,W09,8.7,44.7,25.25,18.31,2.64,1,69,0
27/01/2024,W09,10.4,48.7,25.25,21.88,1.28,0,33,0
28/01/2024,W09,11.1,55.7,25.25,23.36,0.72,2,18,0
29/01/2024,W09,11.2,45.5,25.25,23.57,0.64,1,16,0
30/01/2024,W09,10.9,50.7,25.25,22.94,0.88,0,23,0
31/01/2024,W09,12.3,48.9,25.25,25.88,0,0,0,0
01/02/2024,W09,11.2,52.1,25.25,23.57,0.64,2,16,0
02/02/2024,W09,6.9,55.5,25.25,14.52,4.08,1,107,1
03/02/2024,W09,10.1,41.7,25.25,21.25,1.52,1,40,0
04/02/2024,W09,12.4,42.4,25.25,26.09,0,0,0,0
05/02/2024,W09,10.4,45.5,25.25,21.88,1.28,0,33,0
06/02/2024,W09,11.7,57.9,25.25,24.62,0.24,2,6,0
07/02/2024,W09,8.6,41.9,25.25,18.1,2.72,2,71,0
08/02/2024,W09,9.9,50.1,25.25,20.83,1.68,0,44,0
09/02/2024,W09,10,43.6,25.25,21.04,1.6,2,42,0
10/02/2024,W09,10.3,46.5,25.25,21.67,1.36,2,35,0
11/02/2024,W09,10.6,42.6,25.25,22.3,1.12,1,29,0
12/02/2024,W09,10,46.8,25.25,21.04,1.6,0,42,0
13/02/2024,W09,8.3,34,25.25,17.46,2.96,0,77,1
14/02/2024,W09,9.9,46.3,25.25,20.83,1.68,0,44,0
15/02/2024,W09,8.7,49.9,25.25,18.31,2.64,0,69,0
16/02/2024,W09,10.3,54.9,25.25,21.67,1.36,0,35,0
17/02/2024,W09,8.7,44.1,25.25,18.31,2.64,1,69,0
18/02/2024,W09,11.6,50.6,25.25,24.41,0.32,0,8,0
19/02/2024,W09,10.5,43.3,25.25,22.09,1.2,1,31,0
20/02/2024,W09,9.2,55.3,25.25,19.36,2.24,1,58,0
21/02/2024,W09,12.1,39.9,25.25,25.46,0,3,0,0
22/02/2024,W09,12.5,44.6,25.25,26.3,0,0,0,0
23/02/2024,W09,8.2,44.9,25.25,17.25,3.04,0,80,1
24/02/2024,W09,9.9,47.1,25.25,20.83,1.68,0,44,0
25/02/2024,W09,9.9,41.2,25.25,20.83,1.68,0,44,0
26/02/2024,W09,9.4,51,25.25,19.78,2.08,0,54,0
27/02/2024,W09,10.9,37,25.25,22.94,0.88,1,23,0
28/02/2024,W09,9.1,43.8,25.25,19.15,2.32,1,61,0
29/02/2024,W09,9.7,47.8,25.25,20.41,1.84,1,48,0
01/03/2024,W09,11.3,53,25.25,23.78,0.56,0,14,0
02/03/2024,W09,10,47.5,25.25,21.04,1.6,0,42,0
03/03/2024,W09,10.5,51.6,25.25,22.09,1.2,0,31,0
04/03/2024,W09,12.7,36.4,25.25,26.72,0,1,0,0
05/03/2024,W09,9.9,52.8,25.25,20.83,1.68,0,44,0
06/03/2024,W09,12.1,47.9,25.25,25.46,0,1,0,0
07/03/2024,W09,11.1,48.6,25.25,23.36,0.72,0,18,0
08/03/2024,W09,9.2,41.8,25.25,19.36,2.24,1,58,0
09/03/2024,W09,11.6,52.5,25.25,24.41,0.32,2,8,0
10/03/2024,W09,10.4,53.5,25.25,21.88,1.28,0,33,0
11/03/2024,W09,8.4,44.7,25.25,17.68,2.88,0,75,0
12/03/2024,W09,11.1,55.9,25.25,23.36,0.72,1,18,0
13/03/2024,W09,9.5,44.8,25.25,19.99,2,0,52,0
14/03/2024,W09,11.8,46.8,25.25,24.83,0.16,0,4,0
15/03/2024,W09,8.9,42.6,25.25,18.73,2.48,0,65,0
16/03/2024,W09,11.2,54.9,25.25,23.57,0.64,0,16,0
17/03/2024,W09,12.3,52.7,25.25,25.88,0,0,0,0
18/03/2024,W09,10.6,48.6,25.25,22.3,1.12,0,29,0
19/03/2024,W09,11.5,56,25.25,24.2,0.4,2,10,0
20/03/2024,W09,11.2,36.6,25.25,23.57,0.64,0,16,0
21/03/2024,W09,11.4,51.2,25.25,23.99,0.48,0,12,0
22/03/2024,W09,11.2,44.6,25.25,23.57,0.64,0,16,0
23/03/2024,W09,8.2,51,25.25,17.25,3.04,1,80,1
24/03/2024,W09,9.3,57.6,25.25,19.57,2.16,0,56,0
25/03/2024,W09,12.4,52.7,25.25,26.09,0,0,0,0
26/03/2024,W09,12.5,38.7,25.25,26.3,0,0,0,0
27/03/2024,W09,11.9,41.8,25.25,25.04,0.08,0,2,0
28/03/2024,W09,11.3,44.3,25.25,23.78,0.56,0,14,0
29/03/2024,W09,10.8,52.6,25.25,22.73,0.96,1,25,0
30/03/2024,W09,10.4,40.9,25.25,21.88,1.28,0,33,0
31/03/2024,W09,11,48.2,25.25,23.15,0.8,0,21,0
01/04/2024,W09,9.9,49,25.25,20.83,1.68,1,44,0
02/04/2024,W09,10,47.5,25.25,21.04,1.6,0,42,0
03/04/2024,W09,8.8,51.4,25.25,18.52,2.56,0,67,0
04/04/2024,W09,10.2,51.9,25.25,21.46,1.44,0,37,0
05/04/2024,W09,12.4,48.9,25.25,26.09,0,0,0,0
06/04/2024,W09,8.2,48.9,25.25,17.25,3.04,0,80,1
07/04/2024,W09,8.2,46.1,25.25,17.25,3.04,3,80,1
08/04/2024,W09,10.4,42.9,25.25,21.88,1.28,0,33,0
09/04/2024,W09,12.8,53.7,25.25,26.93,0,2,0,0
10/04/2024,W09,13.3,43.4,25.25,27.99,0,1,0,0
11/04/2024,W09,10.8,49.2,25.25,22.73,0.96,0,25,0
12/04/2024,W09,10.6,51.8,25.25,22.3,1.12,0,29,0
13/04/2024,W09,8.5,57.9,25.25,17.89,2.8,0,73,0
14/04/2024,W09,11.8,45.6,25.25,24.83,0.16,1,4,0
15/04/2024,W09,10.7,39.9,25.25,22.51,1.04,0,27,0
16/04/2024,W09,11.6,49.3,25.25,24.41,0.32,0,8,0
17/04/2024,W09,10.7,49,25.25,22.51,1.04,0,27,0
18/04/2024,W09,8.7,34.3,25.25,18.31,2.64,0,69,0
19/04/2024,W09,8.4,51.8,25.25,17.68,2.88,1,75,0
20/04/2024,W09,10.9,39.3,25.25,22.94,0.88,0,23,0
21/04/2024,W09,11.5,44.2,25.25,24.2,0.4,1,10,0
22/04/2024,W09,9.8,48.1,25.25,20.62,1.76,0,46,0
23/04/2024,W09,10.7,42.5,25.25,22.51,1.04,1,27,0
24/04/2024,W09,9.1,49.9,25.25,19.15,2.32,0,61,0
25/04/2024,W09,11,47.2,25.25,23.15,0.8,1,21,0
26/04/2024,W09,10.8,46,25.25,22.73,0.96,0,25,0
27/04/2024,W09,12.6,41,25.25,26.51,0,2,0,0
28/04/2024,W09,11,51.6,25.25,23.15,0.8,0,21,0
29/04/2024,W09,10.8,47,25.25,22.73,0.96,1,25,0
30/04/2024,W09,8.1,39.6,25.25,17.04,3.12,1,82,1
01/05/2024,W09,6.9,47.3,25.25,14.52,4.08,1,107,1
02/05/2024,W09,13.2,44.5,25.25,27.77,0,3,0,0
03/05/2024,W09,9.3,41.7,25.25,19.57,2.16,1,56,0
04/05/2024,W09,10.8,47,25.25,22.73,0.96,1,25,0
05/05/2024,W09,8.1,52.9,25.25,17.04,3.12,0,82,1
06/05/2024,W09,11.4,41.1,25.25,23.99,0.48,1,12,0
07/05/2024,W09,12.4,46.2,25.25,26.09,0,0,0,0
08/05/2024,W09,9.5,46.6,25.25,19.99,2,0,52,0
09/05/2024,W09,11,50.8,25.25,23.15,0.8,0,21,0
10/05/2024,W09,8.8,43.3,25.25,18.52,2.56,1,67,0
11/05/2024,W09,10.3,56.4,25.25,21.67,1.36,0,35,0
12/05/2024,W09,10.3,49.4,25.25,21.67,1.36,1,35,0
13/05/2024,W09,8.8,37.1,25.25,18.52,2.56,1,67,0
14/05/2024,W09,11.6,51.3,25.25,24.41,0.32,1,8,0
15/05/2024,W09,12.3,36.1,25.25,25.88,0,2,0,0
