date,ward_id,population,pipe_age_years,supply_hours,pressure,demand,supply,complaints,pipe_breaks,tanker,scarcity,supply_hours_7day_avg,complaints_7day_avg,pipe_breaks_7day_avg,demand_supply_gap,supply_ratio
11/03/2024,W10,95000,51,6.1,36.6,11.96,6.08,9.03,1,59,1,5.857142857,7.02,1.428571429,5.88,0.508361204
12/03/2024,W10,95000,51,4.9,38.2,11.87,4.85,5.82,1,71,1,6.1,6.69,1.428571429,7.02,0.408593092
13/03/2024,W10,95000,51,6.5,22.3,11.79,6.39,8.61,3,55,1,6.057142857,7.125714286,1.428571429,5.4,0.541984733
14/03/2024,W10,95000,51,4.3,23.7,11.94,4.28,7.52,1,78,1,5.857142857,6.922857143,1.142857143,7.66,0.358458961
15/03/2024,W10,95000,51,8.3,26.1,13.61,9.41,5.36,4,41,1,6.014285714,6.938571429,1.714285714,4.2,0.69140338
16/03/2024,W10,95000,51,5.7,24.3,12.96,6.16,7.49,2,69,1,6.157142857,7.061428571,2,6.8,0.475308642
17/03/2024,W10,95000,51,5.9,26.9,13.38,6.58,5.61,2,69,1,5.957142857,7.062857143,2,6.8,0.491778774
18/03/2024,W10,95000,51,7.1,29.9,13.63,8.06,5.59,5,57,1,6.1,6.571428571,2.571428571,5.57,0.591342627
19/03/2024,W10,95000,51,8,26.5,12.35,8.23,3.54,2,43,1,6.542857143,6.245714286,2.714285714,4.12,0.666396761
20/03/2024,W10,95000,51,6.4,17.3,12.57,6.7,6.95,2,58,1,6.528571429,6.008571429,2.571428571,5.87,0.533015115
21/03/2024,W10,95000,51,4.7,16.1,12.86,5.04,5.95,1,80,1,6.585714286,5.784285714,2.571428571,7.82,0.391912908
22/03/2024,W10,95000,51,7.1,26.9,13.13,7.77,4.77,0,55,1,6.414285714,5.7,2,5.36,0.591774562
23/03/2024,W10,95000,51,7.1,19.9,13.1,7.75,3.96,1,53,1,6.614285714,5.195714286,1.857142857,5.35,0.591603053
24/03/2024,W10,95000,51,7.5,36.1,13.41,8.38,5.52,1,51,1,6.842857143,5.182857143,1.714285714,5.03,0.624906786
25/03/2024,W10,95000,51,8.4,28.4,12.12,8.48,3.06,2,36,1,7.028571429,4.821428571,1.285714286,3.64,0.699669967
26/03/2024,W10,95000,51,3.3,26.2,13.6,3.74,6.99,2,99,1,6.357142857,5.314285714,1.285714286,9.86,0.275
27/03/2024,W10,95000,51,6.2,10,13.76,7.11,5.11,1,66,1,6.328571429,5.051428571,1.142857143,6.65,0.516715116
28/03/2024,W10,95000,51,7,27,12.37,7.22,4.59,5,53,1,6.657142857,4.857142857,1.714285714,5.15,0.58367017
29/03/2024,W10,95000,51,1.6,28.4,13.86,1.85,11.73,1,121,1,5.871428571,5.851428571,1.857142857,12.01,0.133477633
30/03/2024,W10,95000,51,6.8,20.5,13.43,7.61,5.52,1,59,1,5.828571429,6.074285714,1.857142857,5.82,0.566641847
31/03/2024,W10,95000,51,5.2,22.8,13.65,5.92,5.57,5,77,1,5.5,6.081428571,2.428571429,7.73,0.433699634
01/04/2024,W10,95000,51,3.4,21.1,13.22,3.75,6.98,3,96,1,4.785714286,6.641428571,2.571428571,9.47,0.28366112
02/04/2024,W10,95000,51,6.3,26.7,13.62,7.15,4.68,4,65,1,5.214285714,6.311428571,2.857142857,6.47,0.524963289
03/04/2024,W10,95000,51,7.9,30.4,11.62,7.65,3.44,1,40,1,5.457142857,6.072857143,2.857142857,3.97,0.658347676
04/04/2024,W10,95000,51,6.4,25.6,12.2,6.51,5.74,3,57,1,5.371428571,6.237142857,2.571428571,5.69,0.533606557
05/04/2024,W10,95000,51,5.8,29.3,13.11,6.34,7.52,2,68,1,5.971428571,5.635714286,2.714285714,6.77,0.483600305
06/04/2024,W10,95000,51,5.9,34.6,13.09,6.44,5.05,0,67,1,5.842857143,5.568571429,2.571428571,6.65,0.49197861
07/04/2024,W10,95000,51,3.1,29.9,13.87,3.58,7.89,0,103,1,5.542857143,5.9,1.857142857,10.29,0.258111031
08/04/2024,W10,95000,51,8.2,28.3,11.63,7.95,3.83,2,37,1,6.228571429,5.45,1.714285714,3.68,0.683576956
09/04/2024,W10,95000,51,11.8,26.4,13,12.78,2.74,5,3,0,7.014285714,5.172857143,1.857142857,0.22,0.983076923
10/04/2024,W10,95000,51,8,30.2,12.48,8.32,4.12,2,41,1,7.028571429,5.27,2,4.16,0.666666667
11/04/2024,W10,95000,51,6,36.4,12.43,6.21,5.83,2,63,1,6.971428571,5.282857143,1.857142857,6.22,0.499597747
12/04/2024,W10,95000,51,7.9,21.9,13.86,9.12,3.46,2,48,1,7.271428571,4.702857143,1.857142857,4.74,0.658008658
13/04/2024,W10,95000,51,6.9,25.5,13.33,7.66,8.02,2,57,1,7.414285714,5.127142857,2.142857143,5.67,0.574643661
14/04/2024,W10,95000,51,5.6,28.4,12.68,5.92,5.73,2,69,1,7.771428571,4.818571429,2.428571429,6.76,0.466876972
15/04/2024,W10,95000,51,6.7,21.6,12.93,7.22,5.75,1,59,1,7.557142857,5.092857143,2.285714286,5.71,0.558391338
16/04/2024,W10,95000,51,6.8,17.8,11.98,6.79,4.21,3,51,1,6.842857143,5.302857143,2,5.19,0.566777963
17/04/2024,W10,95000,51,6.9,25.1,13.07,7.52,6.94,2,57,1,6.685714286,5.705714286,2,5.55,0.575363428
18/04/2024,W10,95000,51,6.2,20.7,13.17,6.8,7.65,2,64,1,6.714285714,5.965714286,2,6.37,0.516324981
19/04/2024,W10,95000,51,5.9,23.2,11.64,5.72,4.93,5,60,1,6.428571429,6.175714286,2.428571429,5.92,0.491408935
20/04/2024,W10,95000,51,6.8,32.8,12.81,7.26,5.97,3,56,1,6.414285714,5.882857143,2.571428571,5.55,0.566744731
21/04/2024,W10,95000,51,7.7,21.8,12.25,7.86,4.07,4,43,1,6.714285714,5.645714286,2.857142857,4.39,0.641632653
22/04/2024,W10,95000,51,7,20.1,12.37,7.22,4.4,3,53,1,6.757142857,5.452857143,3.142857143,5.15,0.58367017
23/04/2024,W10,95000,51,7.2,26.7,11.65,6.99,5,2,48,1,6.814285714,5.565714286,3,4.66,0.6
24/04/2024,W10,95000,51,7,31.3,13.95,8.14,4.46,1,58,1,6.828571429,5.211428571,2.857142857,5.81,0.583512545
25/04/2024,W10,95000,51,6,28.4,11.88,5.94,5.36,1,59,1,6.8,4.884285714,2.714285714,5.94,0.5
26/04/2024,W10,95000,51,5.3,30.2,13.24,5.85,6.15,3,74,1,6.714285714,5.058571429,2.428571429,7.39,0.4418429
27/04/2024,W10,95000,51,7.8,33.5,12.04,7.83,4.16,1,42,1,6.857142857,4.8,2.142857143,4.21,0.650332226
28/04/2024,W10,95000,51,8.7,19.3,11.62,8.42,4,1,33,0,7,4.79,1.714285714,3.2,0.724612737
29/04/2024,W10,95000,51,8.4,32.7,13.04,9.13,3.5,2,39,0,7.2,4.661428571,1.571428571,3.91,0.700153374
30/04/2024,W10,95000,51,5.3,24,13.18,5.82,5.62,3,74,1,6.928571429,4.75,1.714285714,7.36,0.441578149
01/05/2024,W10,95000,51,9.4,26.5,11.79,9.24,3.91,4,27,0,7.271428571,4.671428571,2.142857143,2.55,0.783715013
02/05/2024,W10,95000,51,8.5,41.5,13.02,9.22,3.92,0,37,0,7.628571429,4.465714286,2,3.8,0.708141321
03/05/2024,W10,95000,51,6.3,28.2,11.95,6.27,5.67,1,57,1,7.771428571,4.397142857,1.714285714,5.68,0.524686192
04/05/2024,W10,95000,51,5.5,35.7,13.32,6.11,5.77,5,73,1,7.442857143,4.627142857,2.285714286,7.21,0.458708709
05/05/2024,W10,95000,51,3.2,27.4,12.16,3.24,8.05,1,91,1,6.657142857,5.205714286,2.285714286,8.92,0.266447368
06/05/2024,W10,95000,51,4.7,29.4,12.96,5.08,6.01,1,78,1,6.128571429,5.564285714,2.142857143,7.88,0.391975309
07/05/2024,W10,95000,51,7.1,20.1,13.64,8.07,4.79,2,56,1,6.385714286,5.445714286,2,5.57,0.591642229
08/05/2024,W10,95000,51,7.6,26.2,13.15,8.33,5.62,2,48,1,6.128571429,5.69,1.714285714,4.82,0.633460076
09/05/2024,W10,95000,51,5.6,32.5,12.25,5.72,5.23,0,66,1,5.714285714,5.877142857,1.714285714,6.53,0.466938776
10/05/2024,W10,95000,51,6.9,26.1,13.14,7.56,4.47,1,56,1,5.8,5.705714286,1.714285714,5.58,0.575342466
11/05/2024,W10,95000,51,6,27.6,13.99,7,5.2,3,71,1,5.871428571,5.624285714,1.428571429,6.99,0.500357398
12/05/2024,W10,95000,51,7.4,21.3,11.73,7.23,7.3,1,47,1,6.471428571,5.517142857,1.428571429,4.5,0.616368286
13/05/2024,W10,95000,51,8,24,13.16,8.77,3.28,1,43,1,6.942857143,5.127142857,1.428571429,4.39,0.666413374
14/05/2024,W10,95000,51,8.3,22.3,13.17,9.11,3.79,3,41,1,7.114285714,4.984285714,1.571428571,4.06,0.691723614
15/05/2024,W10,95000,51,7,23.4,13.75,8.02,4.08,1,57,1,7.028571429,4.764285714,1.428571429,5.73,0.583272727
16/05/2024,W10,95000,51,5.4,33.4,11.59,5.22,5.63,3,64,1,7,4.821428571,1.857142857,6.37,0.450388266
17/05/2024,W10,95000,51,5.2,29.9,13.82,5.99,6.03,2,79,1,6.757142857,5.044285714,2,7.83,0.433429812
18/05/2024,W10,95000,51,4.8,20.2,12.3,4.92,6.07,3,73,1,6.585714286,5.168571429,2,7.38,0.4
19/05/2024,W10,95000,51,6.5,28.2,12.18,6.6,4.53,0,55,1,6.457142857,4.772857143,1.857142857,5.58,0.541871921
20/05/2024,W10,95000,51,7,23.3,13.22,7.71,4.2,1,55,1,6.314285714,4.904285714,1.857142857,5.51,0.583207262
21/05/2024,W10,95000,51,5.4,32.1,13.72,6.17,5.51,3,76,1,5.9,5.15,1.857142857,7.55,0.449708455
22/05/2024,W10,95000,51,7.2,33.5,12.34,7.4,7.72,3,49,1,5.928571429,5.67,2.142857143,4.94,0.599675851
23/05/2024,W10,95000,51,5.2,26.5,11.96,5.18,5.91,2,69,1,5.9,5.71,2,6.78,0.433110368
24/05/2024,W10,95000,51,6.5,31.6,11.65,6.31,8.77,5,53,1,6.085714286,6.101428571,2.428571429,5.34,0.541630901
25/05/2024,W10,95000,51,7.2,27.7,12.78,7.67,4.52,1,53,1,6.428571429,5.88,2.142857143,5.11,0.600156495
26/05/2024,W10,95000,51,4.8,30.4,13.3,5.32,6.48,5,79,1,6.185714286,6.158571429,2.857142857,7.98,0.4
27/05/2024,W10,95000,51,7.1,29.6,13.19,7.8,4.05,5,53,1,6.2,6.137142857,3.428571429,5.39,0.591357089
28/05/2024,W10,95000,51,5.3,26.6,12.65,5.59,5.9,2,72,1,6.185714286,6.192857143,3.285714286,7.06,0.441897233
29/05/2024,W10,95000,51,6.8,34.2,12.83,7.27,4.2,1,55,1,6.128571429,5.69,3,5.56,0.566640686
30/05/2024,W10,95000,51,7.5,24.1,11.83,7.39,4.78,1,45,1,6.457142857,5.528571429,2.857142857,4.44,0.624683009
31/05/2024,W10,95000,51,6.3,32.4,11.85,6.22,6.25,1,56,1,6.428571429,5.168571429,2.285714286,5.63,0.524894515
01/06/2024,W10,95000,51,6.1,23.5,13.82,7.03,6.63,2,68,1,6.271428571,5.47,2.428571429,6.79,0.508683068
02/06/2024,W10,95000,51,6.3,42.6,13.23,6.95,8.08,1,63,1,6.485714286,5.698571429,1.857142857,6.28,0.52532124
03/06/2024,W10,95000,51,7,37.1,13.26,7.73,4.86,3,55,1,6.471428571,5.814285714,1.571428571,5.53,0.582956259
04/06/2024,W10,95000,51,7.2,36,13.22,7.93,6.73,2,52,1,6.742857143,5.932857143,1.571428571,5.29,0.599848714
05/06/2024,W10,95000,51,7.3,29.6,11.58,7.04,5.13,1,45,1,6.814285714,6.065714286,1.571428571,4.54,0.607944732
06/06/2024,W10,95000,51,7.4,34,13.22,8.15,3.75,0,51,1,6.8,5.918571429,1.428571429,5.07,0.616490166
07/06/2024,W10,95000,51,8.3,20.8,13.3,9.2,3.34,2,43,1,7.085714286,5.502857143,1.571428571,4.1,0.691729323
08/06/2024,W10,95000,51,3.2,22.4,13.54,3.61,7.3,1,101,1,6.671428571,5.598571429,1.428571429,9.93,0.26661743
09/06/2024,W10,95000,51,6.4,29.6,12.44,6.63,5.21,0,60,1,6.685714286,5.188571429,1.285714286,5.81,0.532958199
10/06/2024,W10,95000,51,4.9,29.7,13.96,5.7,8.71,2,82,1,6.385714286,5.738571429,1.142857143,8.26,0.408309456
11/06/2024,W10,95000,51,10,26.1,12.57,10.47,3,2,20,0,6.785714286,5.205714286,1.142857143,2.1,0.832935561
12/06/2024,W10,95000,51,8.3,25.8,13.61,9.41,3.51,1,41,1,6.928571429,4.974285714,1.142857143,4.2,0.69140338
13/06/2024,W10,95000,51,6.2,14.7,14.04,7.25,6.32,2,67,1,6.757142857,5.341428571,1.428571429,6.79,0.516381766
14/06/2024,W10,95000,51,4.9,20.9,13.63,5.57,11.26,1,82,1,6.271428571,6.472857143,1.285714286,8.06,0.408657373
15/06/2024,W10,95000,51,5.4,30.2,14.05,6.32,5.46,1,78,1,6.585714286,6.21,1.285714286,7.73,0.449822064
16/06/2024,W10,95000,51,6.1,23.2,11.64,5.92,6,2,57,1,6.542857143,6.322857143,1.571428571,5.72,0.508591065
17/06/2024,W10,95000,51,3.8,36.6,12.66,4.01,8.04,3,86,1,6.385714286,6.227142857,1.714285714,8.65,0.316745656
18/06/2024,W10,95000,51,8.3,29.7,11.79,8.15,3.4,2,37,1,6.142857143,6.284285714,1.714285714,3.64,0.691263783
19/06/2024,W10,95000,51,6.4,32.8,11.67,6.22,5.41,3,55,1,5.871428571,6.555714286,2,5.45,0.532990574
20/06/2024,W10,95000,51,8,26.1,12.19,8.13,4.32,1,42,1,6.128571429,6.27,1.857142857,4.06,0.666940115
21/06/2024,W10,95000,51,4.3,23.9,13.44,4.82,7.34,2,87,1,6.042857143,5.71,2,8.62,0.358630952
22/06/2024,W10,95000,51,7.3,29.5,12.34,7.51,5.05,3,50,1,6.314285714,5.651428571,2.285714286,4.83,0.608589951
23/06/2024,W10,95000,51,4.2,35.6,13.64,4.77,6.97,3,88,1,6.042857143,5.79,2.428571429,8.87,0.349706745
24/06/2024,W10,95000,51,5.5,26.7,12.76,5.85,5.81,2,70,1,6.285714286,5.471428571,2.285714286,6.91,0.45846395
25/06/2024,W10,95000,51,8.5,25.3,12.59,8.92,3.09,6,38,0,6.314285714,5.427142857,2.857142857,3.67,0.708498809
26/06/2024,W10,95000,51,8.9,26.7,13.76,10.21,2.59,1,35,0,6.671428571,5.024285714,2.571428571,3.55,0.742005814
27/06/2024,W10,95000,51,6.7,29,13.49,7.53,6.33,1,60,1,6.485714286,5.311428571,2.571428571,5.96,0.558191253
28/06/2024,W10,95000,51,7.1,29.4,13.26,7.85,4.47,2,56,1,6.885714286,4.901428571,2.571428571,5.41,0.592006033
01/01/2024,W11,245000,7,11.6,58.4,34.84,33.68,0.54,0,11,0,11.6,0.54,0,1.16,0.966704937
02/01/2024,W11,245000,7,12.7,52.5,32.82,34.73,0,0,0,0,12.15,0.27,0,-1.91,1.058196222
03/01/2024,W11,245000,7,10.7,56.2,33.17,29.58,1.27,0,35,0,11.66666667,0.603333333,0,3.59,0.891769671
04/01/2024,W11,245000,7,9.2,54.8,29.91,22.93,2.35,0,69,0,11.05,1.04,0,6.98,0.766633233
05/01/2024,W11,245000,7,10.3,55.7,34.48,29.6,3.08,0,49,0,10.9,1.448,0,4.88,0.858468677
06/01/2024,W11,245000,7,9.4,56.2,31.11,24.37,3.61,0,69,0,10.65,1.808333333,0,6.74,0.783349405
07/01/2024,W11,245000,7,10.8,58.5,34.08,30.67,1.28,0,35,0,10.67142857,1.732857143,0,3.41,0.899941315
08/01/2024,W11,245000,7,10.9,45.5,29.91,27.17,1.25,1,29,0,10.57142857,1.834285714,0.142857143,2.74,0.908391842
09/01/2024,W11,245000,7,10.7,54.2,33.16,29.57,3.97,0,35,0,10.28571429,2.401428571,0.142857143,3.59,0.891737033
10/01/2024,W11,245000,7,13,48.2,32.56,35.27,0,0,0,0,10.61428571,2.22,0.142857143,-2.71,1.083230958
11/01/2024,W11,245000,7,11,53,32.56,29.85,2.19,1,28,0,10.87142857,2.197142857,0.285714286,2.71,0.916769042
12/01/2024,W11,245000,7,9.6,42,36.37,29.1,2.05,0,72,0,10.77142857,2.05,0.285714286,7.27,0.800109981
13/01/2024,W11,245000,7,13,57.2,35.68,38.65,2.29,0,0,0,11.28571429,1.861428571,0.285714286,-2.97,1.08323991
14/01/2024,W11,245000,7,10.9,54.9,30.02,27.27,0.98,0,27,0,11.3,1.818571429,0.285714286,2.75,0.908394404
15/01/2024,W11,245000,7,11.2,50.2,35.7,33.32,3.13,0,25,0,11.34285714,2.087142857,0.142857143,2.38,0.933333333
16/01/2024,W11,245000,7,10.4,51.4,35.41,30.69,2.09,0,49,0,11.3,1.818571429,0.142857143,4.72,0.866704321
17/01/2024,W11,245000,7,9.7,52.4,30.65,24.78,2.11,0,58,0,10.82857143,2.12,0.142857143,5.87,0.808482871
18/01/2024,W11,245000,7,10.7,55.7,33.37,29.75,1.68,0,37,0,10.78571429,2.047142857,0,3.62,0.891519329
19/01/2024,W11,245000,7,11.1,52,33.07,30.59,1.71,1,26,0,11,1.998571429,0.142857143,2.48,0.92500756
20/01/2024,W11,245000,7,10.7,47.7,33.04,29.46,1.42,0,36,0,10.67142857,1.874285714,0.142857143,3.58,0.891646489
21/01/2024,W11,245000,7,12.3,48,33.03,33.86,0,0,0,0,10.87142857,1.734285714,0.142857143,-0.83,1.025128671
22/01/2024,W11,245000,7,9.9,53.9,32.69,26.97,6.03,1,58,0,10.68571429,2.148571429,0.285714286,5.72,0.825022943
23/01/2024,W11,245000,7,11.8,48.2,35.86,35.26,1.12,0,6,0,10.88571429,2.01,0.285714286,0.6,0.983268265
24/01/2024,W11,245000,7,14.1,54.5,35.42,41.62,0,0,0,0,11.51428571,1.708571429,0.285714286,-6.2,1.175042349
25/01/2024,W11,245000,7,10.6,39.6,32.74,28.92,2.45,1,39,0,11.5,1.818571429,0.428571429,3.82,0.883323152
26/01/2024,W11,245000,7,9.4,41.2,30.94,24.24,3.62,0,68,0,11.25714286,2.091428571,0.285714286,6.7,0.783451842
27/01/2024,W11,245000,7,6.9,53.6,34.14,19.63,5.35,0,145,1,10.71428571,2.652857143,0.285714286,14.51,0.574985354
28/01/2024,W11,245000,7,12.8,41.7,35.43,37.79,0,0,0,0,10.78571429,2.652857143,0.285714286,-2.36,1.066610217
29/01/2024,W11,245000,7,13.4,54,34.75,38.8,2.85,0,0,0,11.28571429,2.198571429,0.142857143,-4.05,1.116546763
30/01/2024,W11,245000,7,10.8,42.1,31.76,28.58,2.25,0,33,0,11.14285714,2.36,0.142857143,3.18,0.899874055
31/01/2024,W11,245000,7,9.3,47.2,34.12,26.44,2.51,0,78,0,10.45714286,2.718571429,0.142857143,7.68,0.774912075
01/02/2024,W11,245000,7,12.5,49.3,32.12,33.46,0.28,0,0,0,10.72857143,2.408571429,0,-1.34,1.041718555
02/02/2024,W11,245000,7,14.4,56.7,31.82,38.18,0,1,0,0,11.44285714,1.891428571,0.142857143,-6.36,1.199874293
03/02/2024,W11,245000,7,9.6,44.7,36.25,29,7.98,1,73,0,11.82857143,2.267142857,0.285714286,7.25,0.8
04/02/2024,W11,245000,7,12.4,51.8,31.11,32.15,0,0,0,0,11.77142857,2.267142857,0.285714286,-1.04,1.033429765
05/02/2024,W11,245000,7,13.4,55.2,33.23,37.11,0.23,0,0,0,11.77142857,1.892857143,0.285714286,-3.88,1.116761962
06/02/2024,W11,245000,7,8.6,47.2,31.47,22.55,2.96,1,90,0,11.45714286,1.994285714,0.428571429,8.92,0.71655545
07/02/2024,W11,245000,7,10.6,51,34.64,30.6,2.53,0,42,0,11.64285714,1.997142857,0.428571429,4.04,0.883371824
08/02/2024,W11,245000,7,11.1,62.4,36.21,33.49,2.24,1,27,0,11.44285714,2.277142857,0.571428571,2.72,0.924882629
09/02/2024,W11,245000,7,10.8,47.2,30.89,27.8,5.59,0,31,0,10.92857143,3.075714286,0.428571429,3.09,0.899967627
10/02/2024,W11,245000,7,10.3,44.3,31.56,27.09,1.49,0,45,0,11.02857143,2.148571429,0.285714286,4.47,0.858365019
11/02/2024,W11,245000,7,9.8,52.8,31.49,25.72,1.98,0,58,0,10.65714286,2.431428571,0.285714286,5.77,0.816767228
12/02/2024,W11,245000,7,12.2,48.7,32.94,33.49,3.71,0,0,0,10.48571429,2.928571429,0.285714286,-0.55,1.016697025
13/02/2024,W11,245000,7,13.5,48.6,33.99,38.24,0.69,1,0,0,11.18571429,2.604285714,0.285714286,-4.25,1.125036776
14/02/2024,W11,245000,7,7.9,54.5,35.64,23.46,6.17,1,121,1,10.8,3.124285714,0.428571429,12.18,0.658249158
15/02/2024,W11,245000,7,14.6,45,33.55,40.82,0,0,0,0,11.3,2.804285714,0.285714286,-7.27,1.216691505
16/02/2024,W11,245000,7,13,51.1,32.27,34.96,0,1,0,0,11.61428571,2.005714286,0.428571429,-2.69,1.083359157
17/02/2024,W11,245000,7,10,44,30.44,25.37,3.69,0,52,0,11.57142857,2.32,0.428571429,5.07,0.833442838
18/02/2024,W11,245000,7,11.6,47.8,35.29,34.11,1.19,0,13,0,11.82857143,2.207142857,0.428571429,1.18,0.966562766
19/02/2024,W11,245000,7,11.1,44.8,32.09,29.68,2.07,1,24,0,11.67142857,1.972857143,0.571428571,2.41,0.924898722
20/02/2024,W11,245000,7,10.8,52.9,35.39,31.85,1.25,0,36,0,11.28571429,2.052857143,0.428571429,3.54,0.899971743
21/02/2024,W11,245000,7,8.4,57.4,29.93,20.95,4.08,2,89,1,11.35714286,1.754285714,0.571428571,8.98,0.699966589
22/02/2024,W11,245000,7,11.5,55.6,34.77,33.32,2.01,0,15,0,10.91428571,2.041428571,0.571428571,1.45,0.958297383
23/02/2024,W11,245000,7,10.6,50,30.51,26.95,2.26,0,36,0,10.57142857,2.364285714,0.428571429,3.56,0.883316945
24/02/2024,W11,245000,7,12.1,46.4,30.08,30.33,5.36,0,0,0,10.87142857,2.602857143,0.428571429,-0.25,1.00831117
25/02/2024,W11,245000,7,10.8,56.2,33.05,29.75,1.14,0,33,0,10.75714286,2.595714286,0.428571429,3.3,0.900151286
26/02/2024,W11,245000,7,12.2,48.2,30.37,30.88,2.6,0,0,0,10.91428571,2.671428571,0.285714286,-0.51,1.016792888
27/02/2024,W11,245000,7,13.6,48.9,33.25,37.68,0,0,0,0,11.31428571,2.492857143,0.285714286,-4.43,1.133233083
28/02/2024,W11,245000,7,12.1,51.2,32.82,33.09,1.57,0,0,0,11.84285714,2.134285714,0,-0.27,1.008226691
29/02/2024,W11,245000,7,8.6,55,32.92,23.59,3.64,0,95,0,11.42857143,2.367142857,0,9.33,0.716585662
01/03/2024,W11,245000,7,9.7,49,34.76,28.1,2.91,1,66,0,11.3,2.46,0.142857143,6.66,0.80840046
02/03/2024,W11,245000,7,10.1,45.5,33.46,28.16,1.91,3,53,0,11.01428571,1.967142857,0.571428571,5.3,0.841601913
03/03/2024,W11,245000,7,12.4,45,32.04,33.11,0,1,0,0,11.24285714,1.804285714,0.714285714,-1.07,1.033395755
04/03/2024,W11,245000,7,12.4,46.6,33.11,34.21,0.15,0,0,0,11.27142857,1.454285714,0.714285714,-1.1,1.033222591
05/03/2024,W11,245000,7,13,50.8,35.69,38.66,0.08,0,0,0,11.18571429,1.465714286,0.714285714,-2.97,1.083216587
06/03/2024,W11,245000,7,7.5,50.6,36.13,22.58,5.99,0,137,1,10.52857143,2.097142857,0.714285714,13.55,0.624965403
07/03/2024,W11,245000,7,12,49.9,35.62,35.62,0.09,0,0,0,11.01428571,1.59,0.714285714,0,1
08/03/2024,W11,245000,7,10.9,58,29.9,27.16,1.45,0,28,0,11.18571429,1.381428571,0.571428571,2.74,0.908361204
09/03/2024,W11,245000,7,11.4,63.7,30.11,28.6,0.76,1,17,0,11.37142857,1.217142857,0.285714286,1.51,0.949850548
10/03/2024,W11,245000,7,12.2,54.2,33.32,33.88,4.32,0,0,0,11.34285714,1.834285714,0.142857143,-0.56,1.016806723
11/03/2024,W11,245000,7,13.2,47.4,29.79,32.77,0.31,1,0,0,11.45714286,1.857142857,0.285714286,-2.98,1.100033568
12/03/2024,W11,245000,7,10.9,50.1,36.02,32.72,1.26,0,34,0,11.15714286,2.025714286,0.285714286,3.3,0.908384231
13/03/2024,W11,245000,7,14.4,50.1,34.1,40.92,0,0,0,0,12.14285714,1.17,0.285714286,-6.82,1.2
14/03/2024,W11,245000,7,12,54.8,32.95,32.95,0.66,0,1,0,12.14285714,1.251428571,0.285714286,0,1
15/03/2024,W11,245000,7,12.6,49.7,33.12,34.78,0.4,0,0,0,12.38571429,1.101428571,0.285714286,-1.66,1.050120773
16/03/2024,W11,245000,7,10.7,53.7,33.7,30.05,3.99,0,38,0,12.28571429,1.562857143,0.142857143,3.65,0.891691395
17/03/2024,W11,245000,7,13.6,49.6,33.63,38.11,0,2,0,0,12.48571429,0.945714286,0.428571429,-4.48,1.133214392
18/03/2024,W11,245000,7,12.8,47.9,31.92,34.05,0.42,0,0,0,12.42857143,0.961428571,0.285714286,-2.13,1.066729323
19/03/2024,W11,245000,7,13.2,48.5,35.73,39.3,0,0,0,0,12.75714286,0.781428571,0.285714286,-3.57,1.099916037
20/03/2024,W11,245000,7,13.3,49.8,29.84,33.07,0,0,0,0,12.6,0.781428571,0.285714286,-3.23,1.108243968
21/03/2024,W11,245000,7,10.2,42.2,31.27,26.58,2.82,0,46,0,12.34285714,1.09,0.285714286,4.69,0.85001599
22/03/2024,W11,245000,7,10.3,52.1,32.05,27.51,1.68,0,47,0,12.01428571,1.272857143,0.285714286,4.54,0.858346334
23/03/2024,W11,245000,7,13,49.4,34.56,37.44,0,0,0,0,12.34285714,0.702857143,0.285714286,-2.88,1.083333333
24/03/2024,W11,245000,7,11.1,58.7,31.19,28.85,1.48,0,24,0,11.98571429,0.914285714,0,2.34,0.924975954
25/03/2024,W11,245000,7,11.2,49.9,30.63,28.59,1.39,2,20,0,11.75714286,1.052857143,0.285714286,2.04,0.933398629
26/03/2024,W11,245000,7,13.6,58.1,33.21,37.64,0,0,0,0,11.81428571,1.052857143,0.285714286,-4.43,1.133393556
27/03/2024,W11,245000,7,11.6,55.6,32.83,31.74,1.75,1,10,0,11.57142857,1.302857143,0.428571429,1.09,0.96679866
28/03/2024,W11,245000,7,9.4,50.8,29.77,23.32,5.53,1,65,0,11.45714286,1.69,0.571428571,6.45,0.783338932
29/03/2024,W11,245000,7,14.1,48.9,33.97,39.91,0,0,0,0,12,1.45,0.571428571,-5.94,1.174860171
30/03/2024,W11,245000,7,8.4,59.9,32.51,22.76,4.62,0,97,0,11.34285714,2.11,0.571428571,9.75,0.700092279
31/03/2024,W11,245000,7,9.9,49.6,34.5,28.46,1.98,0,60,0,11.17142857,2.181428571,0.571428571,6.04,0.824927536
01/04/2024,W11,245000,7,11.3,48.3,32.5,30.6,0.71,2,18,0,11.18571429,2.084285714,0.571428571,1.9,0.941538462
02/04/2024,W11,245000,7,12.7,45.6,31.55,33.39,3.34,0,0,0,11.05714286,2.561428571,0.571428571,-1.84,1.058320127
03/04/2024,W11,245000,7,11.1,48.9,36.23,33.51,1.62,2,28,0,10.98571429,2.542857143,0.714285714,2.72,0.924924096
04/04/2024,W11,245000,7,9.1,47.7,32.03,24.29,2.8,0,79,0,10.94285714,2.152857143,0.571428571,7.74,0.758351545
05/04/2024,W11,245000,7,8.7,47.8,34.17,24.77,2.88,0,96,0,10.17142857,2.564285714,0.571428571,9.4,0.724904887
